location_name,Disease,Var,Incidence,Prevalence,Label,RankVal
Nevada,Alzheimer's Disease,60.6206311503224,138.112964584795,977.427242714465,1,0.427217273614804
Nevada,Multiple Sclerosis,34.029528267915,3.71626374048273,139.702696479683,0,0.765839624133377
Nevada,Parkinson Disease,41.9717878993882,42.4360341702031,150.98461046691,0,0.339694639300278
New Hampshire,Alzheimer's Disease,65.2686158063043,230.593101614132,1709.58248353359,2,1.58470372157104
New Hampshire,Multiple Sclerosis,36.6477382098171,3.87485410247806,173.412467837696,2,1.42163551528215
New Hampshire,Parkinson Disease,46.9272474513438,56.2778037994777,220.098634012693,2,1.31494752347941
New Jersey,Alzheimer's Disease,60.6882249560633,211.942200507771,1551.39029609126,0,1.01933037454193
New Jersey,Multiple Sclerosis,34.412987012987,3.28189398245924,135.141932580486,0,0.706614998806011
New Jersey,Parkinson Disease,43.9921958141185,46.8159487019193,192.849516398335,0,0.692773937754184
New Mexico,Alzheimer's Disease,55.5536085536086,205.662049525738,1481.98151579545,0,0.584049359595981
New Mexico,Multiple Sclerosis,31.714419768533,3.01079884881167,116.875394709982,0,0.303649693605122
New Mexico,Parkinson Disease,40.05694692904,47.0147227836178,168.351363536669,0,0.301094010516678
New York,Alzheimer's Disease,60.8350447167936,225.444833621701,1670.76188227628,2,1.14726478719597
New York,Multiple Sclerosis,34.2369618480924,3.75119215931432,152.421905467364,2,0.869053041110133
New York,Parkinson Disease,43.8613894455578,50.5351447894684,213.888286523291,2,0.823131793417869
North Carolina,Alzheimer's Disease,55.5915296740039,181.133259107328,1318.74113841672,0,0.475442958854821
North Carolina,Multiple Sclerosis,31.6880517951736,3.02481156645244,120.444627612992,0,0.313505368834807
North Carolina,Parkinson Disease,40.2898062342039,45.3186915842446,167.277627621189,0,0.301458115027716
North Dakota,Alzheimer's Disease,53.7393084622384,243.98553993377,1831.89797416004,0,0.608520505307782
North Dakota,Multiple Sclerosis,31.0406309751434,4.14230958394942,148.997646106916,0,0.417854391557669
North Dakota,Parkinson Disease,39.0910746812386,46.3377523014818,185.345475043528,0,0.247919294540494
Ohio,Alzheimer's Disease,56.6957649092481,232.944539848321,1765.74700710752,0,0.844666430496826
Ohio,Multiple Sclerosis,32.8244437671442,3.61073632441671,144.657987137699,0,0.606226448833726
Ohio,Parkinson Disease,40.7173410404624,52.5493762590309,203.814039972354,0,0.48634144689087
Oklahoma,Alzheimer's Disease,52.0446428571429,198.019126217243,1465.00391026505,1,0.314608462962403
Oklahoma,Multiple Sclerosis,29.9349705984089,2.6316694725895,94.7401526740191,1,0.0898603714148414
Oklahoma,Parkinson Disease,38.2394039735099,45.1695065135932,160.98991485369,1,0.146291084497838
Oregon,Alzheimer's Disease,58.1408569028283,205.851029637481,1503.89968167694,0,0.782441600704828
Oregon,Multiple Sclerosis,33.0171141929773,3.98668055570305,156.093882689611,0,0.738501484701755
Oregon,Parkinson Disease,41.7697497891482,50.1947393596782,186.984991126826,0,0.522139382464491
Pennsylvania,Alzheimer's Disease,58.2454927884615,244.557059730533,1811.55327706982,0,1.04475775901014
Pennsylvania,Multiple Sclerosis,32.9405439595193,3.82373111962932,160.069154132544,0,0.718352819282056
Pennsylvania,Parkinson Disease,42.333836858006,54.8118599605218,220.332992807956,0,0.737664203201218
Rhode Island,Alzheimer's Disease,66.3952038369305,255.475970846781,1935.31252831537,2,1.9943113451686
Rhode Island,Multiple Sclerosis,36.7145728643216,4.72786610036684,194.324215924951,2,1.82752277519313
Rhode Island,Parkinson Disease,47.497582205029,48.4082674370117,191.861127302062,2,1.0342757464375
South Carolina,Alzheimer's Disease,56.6345011876485,189.565708062693,1382.19257849726,0,0.582933797493629
South Carolina,Multiple Sclerosis,31.7525031289111,2.75116321058522,110.759654020835,1,0.259633532665439
South Carolina,Parkinson Disease,40.9808612440191,46.8225636489553,167.30486066352,0,0.367085831065019
South Dakota,Alzheimer's Disease,55.2954743255004,195.473008341809,1372.57852137616,0,0.50810512481753
South Dakota,Multiple Sclerosis,31.0806378132118,3.9021813727345,147.803429144902,0,0.40006710419327
South Dakota,Parkinson Disease,39.6734693877551,41.7436666163086,167.813601381659,1,0.230613653036154
Tennessee,Alzheimer's Disease,54.780946948089,195.099507502469,1453.85438183995,0,0.496438805960673
Tennessee,Multiple Sclerosis,31.6033333333333,2.89071157709392,115.19718362145,0,0.275814543292126
Tennessee,Parkinson Disease,39.8345303073829,44.5346294747352,160.546537812451,0,0.250051325054129
Texas,Alzheimer's Disease,53.6906092789268,164.678279180272,1237.189887684,1,0.312722885286923
Texas,Multiple Sclerosis,30.7181818181818,2.4198645723701,86.4050293947688,1,0.102242717256578
Texas,Parkinson Disease,39.4204927211646,39.9441937092265,155.616632513869,1,0.181652544168427
Utah,Alzheimer's Disease,59.2163621262459,100.01967729575,709.387167355901,1,0.123823287827432
Utah,Multiple Sclerosis,33.1062335381914,5.35515895682654,168.19507999845,2,1.01780027217216
Utah,Parkinson Disease,41.4843815077051,31.6411409125155,115.854495857215,1,0.0943802618861744
Vermont,Alzheimer's Disease,64.5234207133649,229.170088152368,1649.0958061531,2,1.47069648419398
Vermont,Multiple Sclerosis,36.3598536808413,3.78979775344571,165.813112458995,2,1.29395489588872
Vermont,Parkinson Disease,46.4069716775599,63.6610654260619,253.565179057316,2,1.5838641694064
Virginia,Alzheimer's Disease,55.0764840182649,186.533443133339,1380.27367930327,0,0.475457188172779
Virginia,Multiple Sclerosis,31.5444947209653,3.36797909348352,131.870839619281,0,0.368295033564303
Virginia,Parkinson Disease,39.7293103448276,43.0015602496667,166.185561493888,1,0.241100321230538
Washington,Alzheimer's Disease,58.3935185185185,177.546327658036,1270.29075890444,0,0.608708129772072
Washington,Multiple Sclerosis,32.9418569254186,4.22376187673366,160.942139550298,0,0.782205274300342
Washington,Parkinson Disease,41.668509895227,48.5559287507574,189.552394196512,0,0.500264278900674
West Virginia,Alzheimer's Disease,58.0416811392845,246.397293208741,1868.78708907877,2,1.05414352328021
West Virginia,Multiple Sclerosis,32.9996335654086,2.89731997929232,124.843511589192,0,0.438261312153179
West Virginia,Parkinson Disease,41.975464423414,59.9114741584512,223.992918967123,2,0.769865075947737
Wisconsin,Alzheimer's Disease,57.7320830542532,207.485906784764,1504.62890393489,0,0.75762090029218
Wisconsin,Multiple Sclerosis,33.0797740910695,3.98368275437535,157.514114203157,0,0.754190104299398
Wisconsin,Parkinson Disease,41.3171553758005,45.7286623275231,177.236206023257,0,0.405595119559661
Wyoming,Alzheimer's Disease,59.6258992805755,173.551599018126,1229.19619872237,0,0.643810718188555
Wyoming,Multiple Sclerosis,32.5950804162725,4.59476158326081,176.010704967762,2,0.831712637056552
Wyoming,Parkinson Disease,41.4393530997305,43.1262841847604,154.988867761039,0,0.327194378031278
