State,Region,Disease,PestHits,Incidence,Prevalence,Type
Iowa,Midwest,Epilepsy,51,34.6213487652555,293.024327021986,Fungicide
Iowa,Midwest,Migraine Disorders,48,1140.97173260894,16768.3754785885,Fungicide
Iowa,Midwest,Multiple Sclerosis,51,3.15516534856936,118.540884196405,Fungicide
Iowa,Midwest,Parkinson Disease,51,46.5931187579085,183.686630188201,Fungicide
Kansas,Midwest,Alzheimer's Disease,40,199.60968859069,1469.48113219243,Fungicide
Kansas,Midwest,Brain Neoplasms,38,9.11342971117137,26.3783184659831,Fungicide
Kansas,Midwest,Epilepsy,40,39.2077192155195,342.950365807196,Fungicide
Kansas,Midwest,Migraine Disorders,38,1180.83432649245,16944.82494575,Fungicide
Kansas,Midwest,Multiple Sclerosis,40,3.28441410018523,119.682952556173,Fungicide
Kansas,Midwest,Parkinson Disease,40,51.2259825295311,208.101747504703,Fungicide
Kentucky,Southeast,Alzheimer's Disease,55,202.404492728947,1516.51883977495,Fungicide
Kentucky,Southeast,Brain Neoplasms,52,9.83311721623363,25.1464510013759,Fungicide
Kentucky,Southeast,Epilepsy,55,42.3829301931061,393.561658890618,Fungicide
Kentucky,Southeast,Migraine Disorders,51,1149.61470188107,17156.8321119236,Fungicide
Kentucky,Southeast,Multiple Sclerosis,55,2.95604387978677,119.968948431635,Fungicide
Kentucky,Southeast,Parkinson Disease,55,50.3432212129509,188.373725234362,Fungicide
Louisiana,Southeast,Alzheimer's Disease,41,194.612803801738,1488.53285357638,Fungicide
Louisiana,Southeast,Brain Neoplasms,38,7.80451027374807,17.4770005488858,Fungicide
Louisiana,Southeast,Epilepsy,41,42.9666750839048,390.906260307068,Fungicide
Louisiana,Southeast,Migraine Disorders,38,1174.95245953268,17211.2129132608,Fungicide
Louisiana,Southeast,Multiple Sclerosis,41,2.2766345884621,86.1513344730687,Fungicide
Louisiana,Southeast,Parkinson Disease,41,46.7014451667871,175.107109521553,Fungicide
Maine,Northeast,Alzheimer's Disease,40,254.150005046145,1883.53602751439,Fungicide
Maine,Northeast,Brain Neoplasms,38,10.6096767432606,27.8411964716589,Fungicide
Maine,Northeast,Epilepsy,40,37.2507854287971,343.064644178192,Fungicide
Maine,Northeast,Migraine Disorders,37,1060.60003902106,17004.4641409534,Fungicide
Maine,Northeast,Multiple Sclerosis,40,3.6221216306249,164.882861289634,Fungicide
Maine,Northeast,Parkinson Disease,40,68.4895294407783,276.904965714614,Fungicide
Maryland,Northeast,Alzheimer's Disease,50,202.47957256285,1540.06864073941,Fungicide
Maryland,Northeast,Brain Neoplasms,48,7.94741612852429,22.5014905226228,Fungicide
Maryland,Northeast,Epilepsy,50,39.46347745119,353.878574462453,Fungicide
Maryland,Northeast,Migraine Disorders,48,1167.1181522855,17752.900743255,Fungicide
Maryland,Northeast,Multiple Sclerosis,50,3.47711656822518,135.474778196827,Fungicide
Maryland,Northeast,Parkinson Disease,50,44.883789927729,175.803669970612,Fungicide
Massachusetts,Northeast,Alzheimer's Disease,41,237.057759217269,1775.8541035194,Fungicide
Massachusetts,Northeast,Brain Neoplasms,39,9.9145269880391,30.377619298294,Fungicide
Massachusetts,Northeast,Epilepsy,41,40.7778003653311,384.097639558942,Fungicide
Massachusetts,Northeast,Migraine Disorders,39,1144.15954618357,17688.9244955588,Fungicide
Massachusetts,Northeast,Multiple Sclerosis,41,3.99874986511203,158.197105214185,Fungicide
Massachusetts,Northeast,Parkinson Disease,41,50.7856764272573,209.854766051344,Fungicide
Michigan,Midwest,Alzheimer's Disease,62,233.085800008891,1787.50578490159,Fungicide
Michigan,Midwest,Brain Neoplasms,59,9.09046549007823,21.3049542221727,Fungicide
Michigan,Midwest,Epilepsy,62,44.7461980314354,430.492313980339,Fungicide
Michigan,Midwest,Migraine Disorders,58,1100.07282635307,15962.6906937225,Fungicide
Michigan,Midwest,Multiple Sclerosis,62,4.0497415166024,164.604201573863,Fungicide
Michigan,Midwest,Parkinson Disease,62,52.9991930086051,206.560214960874,Fungicide
Minnesota,Midwest,Alzheimer's Disease,52,191.305688318083,1420.59326101927,Fungicide
Minnesota,Midwest,Brain Neoplasms,50,9.4191461708931,31.3578432837352,Fungicide
Minnesota,Midwest,Epilepsy,52,37.494488767748,322.840090241148,Fungicide
Minnesota,Midwest,Migraine Disorders,49,1152.90559612363,17080.3447603516,Fungicide
Minnesota,Midwest,Multiple Sclerosis,52,3.78138016519678,143.405887965433,Fungicide
Minnesota,Midwest,Parkinson Disease,52,45.8207609871214,183.284231418775,Fungicide
Mississippi,Southeast,Alzheimer's Disease,45,169.385610622705,1236.36904915091,Fungicide
Mississippi,Southeast,Brain Neoplasms,42,8.78392132795706,19.0960144158632,Fungicide
Mississippi,Southeast,Epilepsy,45,36.3970932569357,310.849497891316,Fungicide
Mississippi,Southeast,Migraine Disorders,42,1183.15764229126,17248.0979138891,Fungicide
Mississippi,Southeast,Multiple Sclerosis,45,2.08189449280306,76.5552283992881,Fungicide
Mississippi,Southeast,Parkinson Disease,45,38.2607176036952,125.269319531662,Fungicide
Missouri,Midwest,Alzheimer's Disease,54,222.562573344265,1670.79941311553,Fungicide
Missouri,Midwest,Brain Neoplasms,52,8.75862991699552,23.502072539434,Fungicide
Missouri,Midwest,Epilepsy,54,39.8465140826062,363.301599043507,Fungicide
Missouri,Midwest,Migraine Disorders,52,1151.93968726538,17135.5374427897,Fungicide
Missouri,Midwest,Multiple Sclerosis,54,3.30878578302412,130.585092387579,Fungicide
Missouri,Midwest,Parkinson Disease,54,54.1386108914922,217.789504291363,Fungicide
Montana,West,Alzheimer's Disease,51,226.020560147788,1630.52616702313,Fungicide
Montana,West,Brain Neoplasms,49,9.54355213167812,25.7592474959409,Fungicide
Montana,West,Epilepsy,51,40.5323851743432,371.897401387271,Fungicide
Montana,West,Migraine Disorders,48,1097.02149074877,16661.1997591066,Fungicide
Montana,West,Multiple Sclerosis,51,4.54811617284947,184.338465418355,Fungicide
Montana,West,Parkinson Disease,51,54.1639651610159,201.108197772322,Fungicide
Nebraska,Midwest,Alzheimer's Disease,41,196.090972557107,1436.4984976957,Fungicide
Nebraska,Midwest,Brain Neoplasms,39,9.32393399866066,28.1530815008694,Fungicide
Nebraska,Midwest,Epilepsy,41,35.5221218446176,292.473502123433,Fungicide
Nebraska,Midwest,Migraine Disorders,39,1168.62558499515,16829.9015184492,Fungicide
Nebraska,Midwest,Multiple Sclerosis,41,3.85416758491753,141.164685288367,Fungicide
Nebraska,Midwest,Parkinson Disease,41,39.6195704473452,150.544389361403,Fungicide
Nevada,West,Alzheimer's Disease,53,138.112964584795,977.427242714465,Fungicide
Nevada,West,Brain Neoplasms,51,7.35310040341174,20.0833988637153,Fungicide
Nevada,West,Epilepsy,53,39.7481361746944,363.457094919837,Fungicide
Nevada,West,Migraine Disorders,50,1187.73470493987,17543.0725276925,Fungicide
Nevada,West,Multiple Sclerosis,53,3.71626374048273,139.702696479683,Fungicide
Nevada,West,Parkinson Disease,53,42.4360341702031,150.98461046691,Fungicide
New Hampshire,Northeast,Alzheimer's Disease,41,230.593101614132,1709.58248353359,Fungicide
New Hampshire,Northeast,Brain Neoplasms,39,10.0895298058054,29.4810257058838,Fungicide
New Hampshire,Northeast,Epilepsy,41,35.9753590135229,324.595405648681,Fungicide
New Hampshire,Northeast,Migraine Disorders,39,1097.52995141108,17334.9696085837,Fungicide
New Hampshire,Northeast,Multiple Sclerosis,41,3.87485410247806,173.412467837696,Fungicide
New Hampshire,Northeast,Parkinson Disease,41,56.2778037994777,220.098634012693,Fungicide
New Jersey,Northeast,Alzheimer's Disease,45,211.942200507771,1551.39029609126,Fungicide
New Jersey,Northeast,Brain Neoplasms,43,10.5417266913429,45.2646187971105,Fungicide
New Jersey,Northeast,Epilepsy,45,43.1546228309835,400.420909399208,Fungicide
New Jersey,Northeast,Migraine Disorders,43,1141.61630270974,17403.6903922091,Fungicide
New Jersey,Northeast,Multiple Sclerosis,45,3.28189398245924,135.141932580486,Fungicide
New Jersey,Northeast,Parkinson Disease,45,46.8159487019193,192.849516398335,Fungicide
New Mexico,Southwest,Alzheimer's Disease,58,205.662049525738,1481.98151579545,Fungicide
New Mexico,Southwest,Brain Neoplasms,54,7.68747160396426,22.5028894389215,Fungicide
New Mexico,Southwest,Epilepsy,58,42.7228565939195,363.440430860146,Fungicide
New Mexico,Southwest,Migraine Disorders,53,1158.08543271433,17005.581679644,Fungicide
New Mexico,Southwest,Multiple Sclerosis,58,3.01079884881167,116.875394709982,Fungicide
New Mexico,Southwest,Parkinson Disease,58,47.0147227836178,168.351363536669,Fungicide
New York,Northeast,Alzheimer's Disease,53,225.444833621701,1670.76188227628,Fungicide
New York,Northeast,Brain Neoplasms,51,7.62609517501325,23.2328864325017,Fungicide
New York,Northeast,Epilepsy,53,43.5086086525538,408.835774152943,Fungicide
New York,Northeast,Migraine Disorders,51,1149.86863165371,17601.1249224125,Fungicide
New York,Northeast,Multiple Sclerosis,53,3.75119215931432,152.421905467364,Fungicide
New York,Northeast,Parkinson Disease,53,50.5351447894684,213.888286523291,Fungicide
North Carolina,Southeast,Alzheimer's Disease,57,181.133259107328,1318.74113841672,Fungicide
North Carolina,Southeast,Brain Neoplasms,53,8.30914076835556,21.758032721612,Fungicide
North Carolina,Southeast,Epilepsy,57,36.3416834303401,314.960768662457,Fungicide
North Carolina,Southeast,Migraine Disorders,52,1174.98022018846,17476.7083803161,Fungicide
North Carolina,Southeast,Multiple Sclerosis,57,3.02481156645244,120.444627612992,Fungicide
North Carolina,Southeast,Parkinson Disease,57,45.3186915842446,167.277627621189,Fungicide
North Dakota,Midwest,Alzheimer's Disease,43,243.98553993377,1831.89797416004,Fungicide
North Dakota,Midwest,Brain Neoplasms,42,9.69006094560804,28.8700675727676,Fungicide
North Dakota,Midwest,Epilepsy,43,38.3140257002469,330.865396055788,Fungicide
North Dakota,Midwest,Migraine Disorders,41,1132.63440152179,16678.2597780845,Fungicide
North Dakota,Midwest,Multiple Sclerosis,43,4.14230958394942,148.997646106916,Fungicide
North Dakota,Midwest,Parkinson Disease,43,46.3377523014818,185.345475043528,Fungicide
Ohio,Midwest,Alzheimer's Disease,58,232.944539848321,1765.74700710752,Fungicide
Ohio,Midwest,Brain Neoplasms,55,9.09452039295945,22.8372600481125,Fungicide
Ohio,Midwest,Epilepsy,58,42.3518743968742,398.856195918577,Fungicide
Ohio,Midwest,Migraine Disorders,54,1137.96396529759,17111.5747379893,Fungicide
Ohio,Midwest,Multiple Sclerosis,58,3.61073632441671,144.657987137699,Fungicide
Ohio,Midwest,Parkinson Disease,58,52.5493762590309,203.814039972354,Fungicide
Oklahoma,Southwest,Alzheimer's Disease,52,198.019126217243,1465.00391026505,Fungicide
Oklahoma,Southwest,Brain Neoplasms,48,8.41896119578026,20.6624320339167,Fungicide
Oklahoma,Southwest,Epilepsy,52,40.0577826435665,359.530501808576,Fungicide
Oklahoma,Southwest,Migraine Disorders,48,1176.96200881504,17035.632687883,Fungicide
Oklahoma,Southwest,Multiple Sclerosis,52,2.6316694725895,94.7401526740191,Fungicide
Oklahoma,Southwest,Parkinson Disease,52,45.1695065135932,160.98991485369,Fungicide
Oregon,West,Alzheimer's Disease,53,205.851029637481,1503.89968167694,Fungicide
Oregon,West,Brain Neoplasms,51,9.88024179003331,29.371961217356,Fungicide
Oregon,West,Epilepsy,53,36.1066296428649,316.013527009973,Fungicide
Oregon,West,Migraine Disorders,50,1133.35431162333,17273.1252617715,Fungicide
Oregon,West,Multiple Sclerosis,53,3.98668055570305,156.093882689611,Fungicide
Oregon,West,Parkinson Disease,53,50.1947393596782,186.984991126826,Fungicide
Pennsylvania,Northeast,Alzheimer's Disease,54,244.557059730533,1811.55327706982,Fungicide
Pennsylvania,Northeast,Brain Neoplasms,51,9.18607152263854,24.6896807701945,Fungicide
Pennsylvania,Northeast,Epilepsy,54,40.7125319827659,388.793604381985,Fungicide
Pennsylvania,Northeast,Migraine Disorders,51,1117.389425494,17174.9795189646,Fungicide
Pennsylvania,Northeast,Multiple Sclerosis,54,3.82373111962932,160.069154132544,Fungicide
Pennsylvania,Northeast,Parkinson Disease,54,54.8118599605218,220.332992807956,Fungicide
Rhode Island,Northeast,Alzheimer's Disease,36,255.475970846781,1935.31252831537,Fungicide
Rhode Island,Northeast,Brain Neoplasms,34,9.34390471869128,27.1289909029092,Fungicide
Rhode Island,Northeast,Epilepsy,36,42.5170264833088,415.538918364719,Fungicide
Rhode Island,Northeast,Migraine Disorders,34,1137.3882046368,17631.3482992026,Fungicide
Rhode Island,Northeast,Multiple Sclerosis,36,4.72786610036684,194.324215924951,Fungicide
Rhode Island,Northeast,Parkinson Disease,36,48.4082674370117,191.861127302062,Fungicide
South Carolina,Southeast,Alzheimer's Disease,54,189.565708062693,1382.19257849726,Fungicide
South Carolina,Southeast,Brain Neoplasms,52,8.73615041003546,20.6866172904784,Fungicide
South Carolina,Southeast,Epilepsy,54,38.2008665938663,344.068926592577,Fungicide
South Carolina,Southeast,Migraine Disorders,52,1150.78814758099,17284.7658018775,Fungicide
South Carolina,Southeast,Multiple Sclerosis,54,2.75116321058522,110.759654020835,Fungicide
South Carolina,Southeast,Parkinson Disease,54,46.8225636489553,167.30486066352,Fungicide
South Dakota,Midwest,Alzheimer's Disease,39,195.473008341809,1372.57852137616,Fungicide
South Dakota,Midwest,Brain Neoplasms,38,10.0122967630153,28.9296126737972,Fungicide
South Dakota,Midwest,Epilepsy,39,41.8410924450787,380.214653817099,Fungicide
South Dakota,Midwest,Migraine Disorders,37,1142.23850695376,16478.6541377528,Fungicide
South Dakota,Midwest,Multiple Sclerosis,39,3.9021813727345,147.803429144902,Fungicide
South Dakota,Midwest,Parkinson Disease,39,41.7436666163086,167.813601381659,Fungicide
Tennessee,Southeast,Alzheimer's Disease,58,195.099507502469,1453.85438183995,Fungicide
Tennessee,Southeast,Brain Neoplasms,54,8.94602965008836,21.82396653317,Fungicide
Tennessee,Southeast,Epilepsy,58,38.7152442997388,350.189383667798,Fungicide
Tennessee,Southeast,Migraine Disorders,53,1162.83205061202,17374.2131248891,Fungicide
Tennessee,Southeast,Multiple Sclerosis,58,2.89071157709392,115.19718362145,Fungicide
Tennessee,Southeast,Parkinson Disease,58,44.5346294747352,160.546537812451,Fungicide
Texas,Southwest,Alzheimer's Disease,57,164.678279180272,1237.189887684,Fungicide
Texas,Southwest,Brain Neoplasms,53,7.32401431298066,21.4114186911242,Fungicide
Texas,Southwest,Epilepsy,57,37.073241893278,343.893513002163,Fungicide
Texas,Southwest,Migraine Disorders,53,1238.70225650034,17448.9655046486,Fungicide
Texas,Southwest,Multiple Sclerosis,57,2.4198645723701,86.4050293947688,Fungicide
Texas,Southwest,Parkinson Disease,57,39.9441937092265,155.616632513869,Fungicide
Utah,West,Alzheimer's Disease,51,100.01967729575,709.387167355901,Fungicide
Utah,West,Brain Neoplasms,49,6.91502624739812,21.3396873204992,Fungicide
Utah,West,Epilepsy,51,35.9829750443652,288.433247842865,Fungicide
Utah,West,Migraine Disorders,48,1311.67151783465,17131.3216079828,Fungicide
Utah,West,Multiple Sclerosis,51,5.35515895682654,168.19507999845,Fungicide
Utah,West,Parkinson Disease,51,31.6411409125155,115.854495857215,Fungicide
Vermont,Northeast,Alzheimer's Disease,41,229.170088152368,1649.0958061531,Fungicide
Vermont,Northeast,Brain Neoplasms,39,9.60533245968774,27.1793228967089,Fungicide
Vermont,Northeast,Epilepsy,41,36.0463669055615,323.011999477197,Fungicide
Vermont,Northeast,Migraine Disorders,39,1082.05480781595,17134.7571221261,Fungicide
Vermont,Northeast,Multiple Sclerosis,41,3.78979775344571,165.813112458995,Fungicide
Vermont,Northeast,Parkinson Disease,41,63.6610654260619,253.565179057316,Fungicide
Virginia,Southeast,Alzheimer's Disease,59,186.533443133339,1380.27367930327,Fungicide
Virginia,Southeast,Brain Neoplasms,55,8.09873086849552,23.7011593177197,Fungicide
Virginia,Southeast,Epilepsy,59,39.53484077308,355.030911549836,Fungicide
Virginia,Southeast,Migraine Disorders,54,1169.59539588561,17567.400424516,Fungicide
Virginia,Southeast,Multiple Sclerosis,59,3.36797909348352,131.870839619281,Fungicide
Virginia,Southeast,Parkinson Disease,59,43.0015602496667,166.185561493888,Fungicide
Washington,West,Alzheimer's Disease,54,177.546327658036,1270.29075890444,Fungicide
Washington,West,Brain Neoplasms,52,8.09282583148802,18.4676159550603,Fungicide
Washington,West,Epilepsy,54,38.392619954776,335.917487079549,Fungicide
Washington,West,Migraine Disorders,52,1154.7297999599,17283.0573937232,Fungicide
Washington,West,Multiple Sclerosis,54,4.22376187673366,160.942139550298,Fungicide
Washington,West,Parkinson Disease,54,48.5559287507574,189.552394196512,Fungicide
West Virginia,Southeast,Alzheimer's Disease,49,246.397293208741,1868.78708907877,Fungicide
West Virginia,Southeast,Brain Neoplasms,47,9.56964721346079,21.1517311637184,Fungicide
West Virginia,Southeast,Epilepsy,49,41.3973198556138,407.036724015112,Fungicide
West Virginia,Southeast,Migraine Disorders,47,1086.78437138554,16940.3126224638,Fungicide
West Virginia,Southeast,Multiple Sclerosis,49,2.89731997929232,124.843511589192,Fungicide
West Virginia,Southeast,Parkinson Disease,49,59.9114741584512,223.992918967123,Fungicide
Wisconsin,Midwest,Alzheimer's Disease,55,207.485906784764,1504.62890393489,Fungicide
Wisconsin,Midwest,Brain Neoplasms,53,9.94590840657885,30.4884052495691,Fungicide
Wisconsin,Midwest,Epilepsy,55,43.9326962901769,351.657254468725,Fungicide
Wisconsin,Midwest,Migraine Disorders,53,1139.81088599754,17061.7003150265,Fungicide
Wisconsin,Midwest,Multiple Sclerosis,55,3.98368275437535,157.514114203157,Fungicide
Wisconsin,Midwest,Parkinson Disease,55,45.7286623275231,177.236206023257,Fungicide
Wyoming,West,Alzheimer's Disease,42,173.551599018126,1229.19619872237,Fungicide
Wyoming,West,Brain Neoplasms,41,8.39136403059217,23.4168901435979,Fungicide
Wyoming,West,Epilepsy,42,40.1073021983102,351.858148809389,Fungicide
Wyoming,West,Migraine Disorders,41,1147.05425668036,16758.9145653839,Fungicide
Wyoming,West,Multiple Sclerosis,42,4.59476158326081,176.010704967762,Fungicide
Wyoming,West,Parkinson Disease,42,43.1262841847604,154.988867761039,Fungicide
