Type,Disease,Year,variable,value
Genes,Multiple Sclerosis,2011,Incidence RMSE,0.613211335259474
Genes,Parkinson Disease,2011,Incidence RMSE,2.94239314665576
Genes,Alzheimer's Disease,2012,Incidence RMSE,30.5584821761583
Genes,Multiple Sclerosis,2012,Incidence RMSE,0.613647888611512
Genes,Parkinson Disease,2012,Incidence RMSE,3.1872855259717
Genes,Alzheimer's Disease,2013,Incidence RMSE,30.4812521777447
Genes,Multiple Sclerosis,2013,Incidence RMSE,0.611501212901696
Genes,Parkinson Disease,2013,Incidence RMSE,3.52332098493818
Genes,Alzheimer's Disease,2014,Incidence RMSE,30.2971721687558
Genes,Multiple Sclerosis,2014,Incidence RMSE,0.612682691484475
Genes,Parkinson Disease,2014,Incidence RMSE,3.91859875276912
Genes,Alzheimer's Disease,2015,Incidence RMSE,30.1418009961561
Genes,Multiple Sclerosis,2015,Incidence RMSE,0.613286994478783
Genes,Parkinson Disease,2015,Incidence RMSE,4.34263112716551
Genes,Alzheimer's Disease,2016,Incidence RMSE,29.9959076879288
Genes,Multiple Sclerosis,2016,Incidence RMSE,0.611262899606446
Genes,Parkinson Disease,2016,Incidence RMSE,5.07598726636827
Genes,Alzheimer's Disease,2017,Incidence RMSE,30.0071156367923
Genes,Multiple Sclerosis,2017,Incidence RMSE,0.609137409305815
Genes,Parkinson Disease,2017,Incidence RMSE,5.73507473089632
Genes,Alzheimer's Disease,2018,Incidence RMSE,30.0996869423497
Genes,Multiple Sclerosis,2018,Incidence RMSE,0.607506790720985
Genes,Parkinson Disease,2018,Incidence RMSE,5.93385294633043
Genes,Alzheimer's Disease,1992,Prevalence RMSE,206.033517591925
Genes,Multiple Sclerosis,1992,Prevalence RMSE,19.204741945613
Genes,Parkinson Disease,1992,Prevalence RMSE,18.3713202581141
Genes,Alzheimer's Disease,1993,Prevalence RMSE,207.12677626154
Genes,Multiple Sclerosis,1993,Prevalence RMSE,18.6800215782299
Genes,Parkinson Disease,1993,Prevalence RMSE,18.5970777326251
Genes,Alzheimer's Disease,1994,Prevalence RMSE,207.48953938647
Genes,Multiple Sclerosis,1994,Prevalence RMSE,17.5890443588927
Genes,Parkinson Disease,1994,Prevalence RMSE,18.4794793203481
Genes,Alzheimer's Disease,1995,Prevalence RMSE,210.729966283199
Genes,Multiple Sclerosis,1995,Prevalence RMSE,18.8908672727736
Genes,Parkinson Disease,1995,Prevalence RMSE,18.7851861447115
Genes,Alzheimer's Disease,1996,Prevalence RMSE,215.580147845219
Genes,Multiple Sclerosis,1996,Prevalence RMSE,18.6771239711731
Genes,Parkinson Disease,1996,Prevalence RMSE,19.2997636570465
Genes,Alzheimer's Disease,1998,Prevalence RMSE,231.090340621646
Genes,Multiple Sclerosis,1998,Prevalence RMSE,18.0089021359272
Genes,Parkinson Disease,1998,Prevalence RMSE,21.3157065762775
Genes,Alzheimer's Disease,1997,Prevalence RMSE,222.607637605354
Genes,Multiple Sclerosis,1997,Prevalence RMSE,18.4003435272196
Genes,Parkinson Disease,1997,Prevalence RMSE,20.2546292086199
Genes,Alzheimer's Disease,1999,Prevalence RMSE,238.355502968227
Genes,Multiple Sclerosis,1999,Prevalence RMSE,18.026738554907
Genes,Parkinson Disease,1999,Prevalence RMSE,22.1361038966702
Genes,Alzheimer's Disease,2000,Prevalence RMSE,242.614984205659
Genes,Multiple Sclerosis,2000,Prevalence RMSE,18.1425484835264
Genes,Parkinson Disease,2000,Prevalence RMSE,22.7707797995729
Genes,Alzheimer's Disease,2001,Prevalence RMSE,244.023585610496
Genes,Multiple Sclerosis,2001,Prevalence RMSE,18.1351540567809
Genes,Parkinson Disease,2001,Prevalence RMSE,23.0982316072879
Genes,Alzheimer's Disease,2002,Prevalence RMSE,245.414764511416
Genes,Multiple Sclerosis,2002,Prevalence RMSE,18.2346074129582
Genes,Parkinson Disease,2002,Prevalence RMSE,23.6463872965045
Genes,Alzheimer's Disease,2003,Prevalence RMSE,245.892185595416
Genes,Multiple Sclerosis,2003,Prevalence RMSE,18.5876295720034
Genes,Parkinson Disease,2003,Prevalence RMSE,24.0957871689271
Genes,Alzheimer's Disease,2004,Prevalence RMSE,246.256122907436
Genes,Multiple Sclerosis,2004,Prevalence RMSE,18.9047074632981
Genes,Parkinson Disease,2004,Prevalence RMSE,24.6404932940405
Genes,Alzheimer's Disease,2005,Prevalence RMSE,246.50431717077
Genes,Multiple Sclerosis,2005,Prevalence RMSE,19.0177741751342
Genes,Parkinson Disease,2005,Prevalence RMSE,24.7939491313406
Genes,Alzheimer's Disease,2006,Prevalence RMSE,246.748790392791
Genes,Multiple Sclerosis,2006,Prevalence RMSE,19.2324524103382
Genes,Parkinson Disease,2006,Prevalence RMSE,24.8160597685186
Genes,Alzheimer's Disease,2007,Prevalence RMSE,247.001136672515
Genes,Multiple Sclerosis,2007,Prevalence RMSE,19.7773404349786
Genes,Parkinson Disease,2007,Prevalence RMSE,24.8569937126605
Genes,Alzheimer's Disease,2008,Prevalence RMSE,246.452001113511
Genes,Multiple Sclerosis,2008,Prevalence RMSE,19.8453312477865
Genes,Parkinson Disease,2008,Prevalence RMSE,24.8554775376194
Genes,Alzheimer's Disease,2009,Prevalence RMSE,245.688434026343
Genes,Multiple Sclerosis,2009,Prevalence RMSE,20.1704773720111
Genes,Parkinson Disease,2009,Prevalence RMSE,24.8910085429387
Genes,Alzheimer's Disease,2010,Prevalence RMSE,245.271580859675
Genes,Multiple Sclerosis,2010,Prevalence RMSE,20.1558136980908
Genes,Parkinson Disease,2010,Prevalence RMSE,24.8979394212107
Genes,Alzheimer's Disease,2011,Prevalence RMSE,244.981426419322
Genes,Multiple Sclerosis,2011,Prevalence RMSE,20.2028012963363
Genes,Parkinson Disease,2011,Prevalence RMSE,25.0661713656484
Genes,Alzheimer's Disease,2012,Prevalence RMSE,244.412187144843
Genes,Multiple Sclerosis,2012,Prevalence RMSE,20.3134371609247
Genes,Parkinson Disease,2012,Prevalence RMSE,25.2517125416247
Genes,Alzheimer's Disease,2013,Prevalence RMSE,243.953073356734
Genes,Multiple Sclerosis,2013,Prevalence RMSE,20.2991660505067
Genes,Parkinson Disease,2013,Prevalence RMSE,25.4633906371758
Genes,Alzheimer's Disease,2014,Prevalence RMSE,242.337940938813
Genes,Multiple Sclerosis,2014,Prevalence RMSE,20.4695353747883
Genes,Parkinson Disease,2014,Prevalence RMSE,25.6328198358993
Genes,Alzheimer's Disease,2015,Prevalence RMSE,240.921067078646
Genes,Multiple Sclerosis,2015,Prevalence RMSE,20.6390217447533
Genes,Parkinson Disease,2015,Prevalence RMSE,25.8587324733237
Genes,Alzheimer's Disease,2016,Prevalence RMSE,239.565944993339
Genes,Multiple Sclerosis,2016,Prevalence RMSE,20.7201298986526
Genes,Parkinson Disease,2016,Prevalence RMSE,26.0923653388212
Genes,Alzheimer's Disease,2017,Prevalence RMSE,239.334125107097
Genes,Multiple Sclerosis,2017,Prevalence RMSE,20.7884041378837
Genes,Parkinson Disease,2017,Prevalence RMSE,26.4674504568712
Genes,Alzheimer's Disease,2018,Prevalence RMSE,239.725289858104
Genes,Multiple Sclerosis,2018,Prevalence RMSE,20.8377123315475
Genes,Parkinson Disease,2018,Prevalence RMSE,26.9072442067267
